Temperature,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,dye only,dye only,dye only,buffer ,buffer ,buffer ,dye only,dye only,dye only,buffer,buffer,buffer
79,257.0596048,237.3920701,239.0595444,297.5744817,305.0158888,239.0267626,201.1090145,215.991843,282.994866,228.8415976,133.8983635,210.4406396,275.763557,282.9099793,252.7371634,317.2952685,307.8206045,276.0303593,324.5685599,339.1080805,314.0747093,335.8583062,294.9487757,251.517133,254.2332865,250.3926525,215.4406351,287.9341007,276.2078068,260.2049084,361.8276762,329.9478499,292.3459901,281.2591798,281.498425,256.7581847,282.9791335,283.0380257,237.8162934,290.4818453,271.0534911,264.2518158,307.0127967,289.8522048,285.3125071,335.3552305,314.4002671,262.6258134,255.650861,233.9286911,228.2074605,348.0360604,329.7288175,336.8453301,301.9911475,338.2820264,319.6560568,340.8674773,307.3018202,311.2729062,328.3626593,309.5846941,263.7455077,346.3062492,346.0873978,316.4875906,341.5028565,314.5481928,312.377386,314.8553254,305.1097213,304.6641275,286.0581104,243.0148321,236.6451074,311.3878452,299.7045912,280.0894782,324.4612439,303.362353,290.5652627,343.4124941,298.2289736,321.4409607,1.864277967,5.596110696,1.879716937,3.936248312,4.08769377,3.643699211,4.930489787,4.041658529,6.232329562,3.54708136,2.808814257,3.54387472
79.5,252.5133063,233.1133194,234.9943686,292.7876071,301.5797203,239.4129522,199.3886058,219.4680909,268.9343165,221.1191178,134.1819222,211.6269448,272.9105299,279.5700787,250.3190433,313.1544586,303.6051913,272.5013915,320.5350436,333.4360742,310.6236232,329.7711043,284.4744146,242.1419556,253.5841451,249.8637431,215.1107468,302.7797671,290.3317525,274.0684307,359.9516328,328.2217378,289.3616073,294.4611291,294.4533162,268.1692712,279.1684746,280.5981634,236.6597097,286.7332898,266.965699,262.1205238,303.7339543,285.2513486,281.2763307,331.700871,310.6587843,256.8210702,251.8789014,229.6112118,224.1717974,344.2706796,324.7079165,332.1649705,298.3459318,333.0756828,313.9680682,335.9828483,302.6800836,304.5221417,323.238345,302.8009474,258.9212943,340.7255396,342.4901826,311.2035267,338.084636,309.5551968,307.9891842,310.4482435,300.0836672,300.465123,282.0783424,239.2800826,232.6842789,306.7764642,300.1838257,276.0297829,320.1598399,298.9387073,286.2858028,339.246463,293.5969816,312.9003949,1.664301325,5.523546561,1.658124821,3.742358448,3.659327148,3.197749134,5.230779524,5.030922591,5.882199501,3.370527013,3.664363869,3.082757657
80,247.7423714,228.3795791,230.5662668,286.8323198,296.3725256,237.5809455,195.0694114,221.0531921,254.4193618,212.4974485,137.0603107,213.5983868,268.3668309,275.3735556,248.0222196,308.5825546,299.8978012,268.5014939,314.7418013,327.7616649,306.0195743,323.1909837,273.5719039,232.9387111,251.5677819,248.5693187,213.0276716,313.4491341,300.8280719,284.9703631,356.8990736,324.8276669,286.1142747,301.3211231,301.162433,274.7740514,275.1571636,274.7124977,231.803401,282.7500995,264.3324818,259.9723818,300.2914532,280.8360966,276.2371109,327.9764372,305.8953009,251.1964524,248.4048929,225.9182517,220.4383503,340.2766341,317.9089641,327.3286573,293.9972504,327.6059136,309.2988124,330.1092983,296.8067255,298.3205095,316.2537849,299.0036729,253.6605623,334.443931,338.7137293,306.1429332,334.0355511,303.6067375,303.1742268,306.0937047,295.9958027,296.188297,281.3215507,235.4994671,229.0801911,301.2503897,294.5368364,271.8623989,314.612472,293.7957646,281.2340227,334.2041354,289.3596688,304.4461516,1.508423382,5.457146435,1.661514774,3.400365736,3.69769956,3.22204262,5.069713511,5.890113374,5.802466588,3.220188531,4.150551837,2.942887403
80.5,242.7859073,223.1480298,226.420772,280.8400505,290.8077275,234.9384107,189.0034961,219.3189812,240.8170932,203.6927339,139.8211704,216.5371148,262.8539644,269.4919446,246.0841619,303.3946429,295.6798014,264.1639163,310.6038625,320.0099502,301.3647133,315.8865576,262.5284247,225.5715994,248.8801462,246.4259064,210.3419514,320.0252835,307.0416245,291.5478981,353.4400034,318.9269132,282.321132,303.3202495,302.2242721,276.5242917,271.2671705,267.315417,225.105478,278.5902459,259.6939053,257.8901265,295.5603758,275.5838227,270.3145117,323.3384361,300.6813704,246.7092349,245.2425555,222.72978,217.7018152,335.5920608,310.4930463,323.214514,288.2125166,321.2802734,304.1054975,324.6951955,291.0012485,291.6784573,308.5624221,295.4205977,249.511653,329.6398638,332.5647131,301.7319367,330.2208255,298.824982,298.6133521,302.1347783,291.932933,291.057811,278.7894613,230.7019974,224.8943593,296.8719738,288.742722,268.0489437,309.5243793,289.0921132,275.189005,329.3660476,283.4168929,296.6605,1.60969262,5.367235355,1.946652465,3.421595163,4.148453953,3.000441949,4.560734315,6.260781605,5.905614993,3.457604598,4.265705267,3.154814295
81,237.8984702,217.5760812,222.088948,275.1686726,285.0392882,231.1260019,184.1227516,214.6747178,229.6069795,195.5563902,143.1861401,218.4424617,257.1231992,263.6435991,239.8461921,297.450281,290.9729369,259.7237252,307.0203628,312.8107787,297.635178,308.6729714,252.5286029,222.1061863,244.8810318,243.5339207,207.1952311,322.2226333,310.3238364,294.5463711,348.9178239,313.713996,277.8734849,303.4588427,300.3152741,274.828396,266.9426195,261.4842203,219.5993187,273.7042586,253.7198511,255.8218518,290.1622402,270.1313704,264.2339875,319.0368235,296.1723468,241.8293849,240.7538508,219.0448718,212.5626477,331.2544116,304.5668957,320.4012367,283.1913746,314.8883486,298.0950587,319.9199185,285.6276874,285.219817,301.534607,287.3616696,247.1297239,326.6901109,329.7878228,297.0911287,326.7609172,294.3282807,294.0556229,298.1144897,287.8884581,283.9587434,275.5364406,226.3978278,220.7545955,290.359063,288.2932672,264.1709607,304.9812311,284.3573404,268.2386622,324.2312376,277.0647045,289.6047192,2.352483556,5.540190377,2.598438392,3.316849567,4.452664191,3.000176291,4.627503252,6.940914952,5.8449488,3.87209679,4.277222692,3.65262743
81.5,232.447992,212.6029617,217.0318061,269.0106037,279.170833,225.7307201,181.3598764,209.6070197,220.6654151,187.5906384,147.1417954,217.3871093,251.0898471,258.4248661,232.1248653,291.5688161,287.0289526,256.3012697,301.9724117,307.4146601,293.8908268,302.0637556,243.4849478,219.8434204,240.1809784,239.9485326,203.2680144,320.7226842,310.9772063,294.1812868,343.0340661,308.9132153,273.1215147,300.8744992,295.3128561,271.0013476,262.1155383,255.9262593,213.3341076,269.0196347,249.6667777,252.8965016,285.1470941,265.7480822,258.6136508,315.2473282,290.8304891,236.938417,235.8823831,215.3384284,205.878855,326.3812261,299.4721952,317.2410393,278.2213357,308.9524425,292.2111234,314.8876164,279.5636097,279.1022168,293.9104806,282.9424322,244.52988,324.2490845,329.2076069,292.3359474,322.7424939,289.0875521,288.5580625,293.5863159,283.5128092,276.1141673,273.1902849,222.2041279,215.8081976,284.3476755,285.1964476,258.8878104,299.9581438,278.7659895,259.8825266,319.0406301,270.4374467,281.9822782,2.984831546,5.723170779,3.243060893,3.436435093,4.4224326,3.630680694,4.753436281,7.332189977,5.932460155,4.280362649,4.523357615,4.248346666
82,226.55136,208.2086288,212.0911589,263.2468809,274.0674617,221.2958769,181.2635261,206.808067,214.7523853,180.0378248,151.2094577,214.2937568,246.0728297,253.5370393,227.6946102,286.3651271,282.3054685,254.2566067,297.9896507,300.5974577,290.4157784,295.4627085,235.9803023,217.9208665,235.707212,236.4525872,199.5716503,317.7121452,309.1039104,292.0547254,337.5000185,303.5084826,268.8392553,296.6166332,288.1241929,266.3703603,257.9772457,250.6351643,206.4956021,265.3404107,245.7463983,249.248362,280.7478459,261.858609,253.1532244,311.3053417,284.5059294,233.2524404,231.0940945,211.8275829,201.4521004,320.9367125,291.1247208,313.3995559,272.5519829,303.2748477,286.1694175,310.538914,273.6875703,273.6398083,286.3578382,281.2213861,242.0735932,323.5351307,324.5428844,288.3160733,318.5287986,284.9907909,282.7315685,289.0232582,279.6863296,268.4134518,269.1653295,217.55768,211.2343568,278.2435671,277.644299,253.8485138,295.0806622,273.4478076,250.4201095,315.4717693,263.5523124,274.5454455,3.156143429,5.697305437,3.695362118,4.104793438,4.593914194,3.91717961,4.831213668,6.891236537,6.211291121,4.582387048,4.601569225,4.655201561
82.5,220.4350298,204.1995293,207.5969455,258.3551904,270.3074312,217.8301702,183.7598238,207.9914982,211.010546,174.1073729,156.1624539,209.9466003,242.047786,249.8683609,223.4845509,281.4825843,276.3795499,251.7098751,294.8541572,293.5065788,288.1322772,289.6263475,230.5206436,218.1165453,230.9998847,232.9111371,196.5482175,313.9377051,306.8061315,289.3101755,331.5854517,299.2503365,264.768088,293.4758153,281.2971055,261.357176,253.78035,246.5103862,204.4817422,261.5212653,240.9711743,246.009528,276.6929394,258.4008522,248.8898365,307.8613255,278.8996097,230.382722,225.6909437,207.9115759,196.9284369,315.9551144,282.3293371,310.5610039,267.8509527,297.7891874,280.4319389,307.2018974,268.5708242,268.2689459,280.1154274,274.9552832,240.3404323,323.8134105,319.6475533,283.3587045,315.1806299,281.8951965,277.0825378,284.9114086,276.8283763,260.2669758,263.5682832,213.4485204,208.9169282,271.648342,274.5918427,249.487559,290.7939476,268.5905753,240.8972048,313.0261452,257.7571232,268.7763582,3.037963418,6.049174527,4.214137197,4.601280426,4.842375568,4.259212551,5.279412237,6.720130738,6.056598804,4.802641977,4.413661351,4.808343466
83,214.3621328,200.7464048,203.2248654,252.8145296,266.5555256,214.0890424,187.3065348,213.1456711,208.9790106,169.5317802,161.8578313,204.1638591,237.8772505,246.7139139,219.176723,277.1235745,271.2412894,248.856829,290.7549126,287.9909509,286.0207292,285.2302715,225.7785511,218.3419861,226.0280911,229.3959259,193.0687864,309.1393419,304.7092577,285.8314874,325.1691472,296.1217428,261.007181,289.4995374,274.7976705,256.4363727,248.415234,240.3865527,205.0364627,257.0723216,239.295146,243.2327155,273.4282354,255.9331511,245.7409378,305.100379,273.0793205,227.3885486,220.4158405,204.4967233,191.1475716,311.0488789,277.3894904,307.7960436,264.481459,291.9892589,275.1364601,303.5207134,263.2045735,262.8218067,274.0287864,268.3019638,238.1284042,320.927998,314.1004553,277.3800069,312.2957869,278.4609968,271.6584165,279.8605499,274.0113236,252.196724,259.0500193,209.9037254,206.230355,266.5660154,272.0051923,244.368002,286.0755776,262.8722687,231.9511418,310.699865,252.7712391,264.0710425,2.949236308,6.388420048,4.530179683,4.623295489,4.701144626,4.910694564,5.90304211,7.146209837,5.898371253,4.929011588,4.529173731,4.975748219
83.5,208.6959463,198.3360271,199.5080388,248.4930171,263.1366223,210.9755387,190.5499771,220.3270634,210.1790927,165.5386312,168.0878082,197.2597742,234.3319824,244.4274649,214.9196933,273.9438971,266.5579095,247.1679853,287.272354,282.9059685,284.4377768,281.3432731,222.2950694,217.3815047,221.9197379,226.7574157,190.3606802,305.1588078,302.2620686,282.3643919,320.5220152,293.0230329,258.4036947,284.6197454,268.8141467,252.5214224,243.3123534,233.4540034,203.67725,253.2695042,238.3464356,240.756681,271.5377871,253.9731421,242.2345063,302.7095273,267.0824716,225.3394758,215.5978476,202.0790784,190.7470964,306.4352136,274.1995037,305.2639087,261.4276876,286.767634,270.4369543,300.493209,258.3983775,258.1313457,267.9075715,266.7667276,234.8802766,314.8448178,307.3972645,272.5494117,309.6042063,275.3621717,266.6950986,274.621113,272.1745669,245.6599011,255.3747795,206.8553813,204.0560179,265.8881457,264.712994,239.3078705,281.2143243,257.0227397,224.4592968,309.5792009,249.2095115,260.0184989,2.872360331,6.462570319,4.434441321,4.962567152,4.261042164,4.942651694,6.353830299,7.002218156,6.335146906,4.776680792,4.883709032,4.582697497
84,203.2931754,196.0496263,196.6247016,246.1242795,260.5031122,209.4635283,193.5156874,228.9240504,214.0256916,161.7589718,175.0297234,189.8025027,231.4691316,242.8527713,211.7208352,271.1388989,261.1512235,244.8215954,285.310235,277.732175,283.9001358,277.3433874,220.6943928,216.5799068,218.9066876,224.845861,185.8048302,300.7643705,299.7425416,278.9984332,316.154196,290.015245,256.3099331,280.8779963,264.1073647,248.9463193,238.8418335,229.2402733,202.2976432,249.3085872,234.46711,238.9135332,269.8991771,252.2044397,238.6687447,300.9692128,262.2417124,223.3321991,211.171931,199.6630694,192.9199349,302.3613229,270.8955622,303.9724019,258.6653797,282.0932158,266.7816731,298.5261848,254.5394844,253.8570772,262.1844055,262.9428033,231.6458849,307.9363165,303.4424885,268.502045,308.5249738,273.2058149,262.6846155,270.2686256,272.4886294,240.1043273,251.671585,205.0409902,203.5076287,265.5820638,258.2890104,236.2053585,276.8451278,252.7200374,219.3371941,309.120566,246.8455277,257.6306885,3.069775872,6.820617147,4.124042528,5.225801982,4.449004091,4.895923891,6.921634277,6.576609824,6.77546948,4.536303813,5.03877984,3.982336928
84.5,197.7983489,193.167624,194.0079272,243.7076358,257.7669526,207.1843609,195.0996633,237.9268492,217.6306707,157.2043909,182.191446,182.0292188,228.074041,241.1519885,208.9063019,268.1218757,256.8785395,241.6222625,282.9905527,273.6587107,283.3388389,274.0284886,218.8364847,215.1597011,215.6892343,223.3773006,179.2083568,294.9033476,296.9418889,274.7636734,310.7144077,286.5678272,253.6695979,276.5787062,259.0991891,244.5552978,233.313407,225.7572552,200.7615077,245.0572715,230.6298411,237.769758,268.1787885,250.4924442,235.5313717,299.5202892,258.0055451,220.6600069,207.8813169,196.902692,191.058205,297.7452098,273.4147822,303.5396415,256.4415913,276.5979631,263.0132906,296.0079633,250.2838343,248.7351331,256.0885993,256.1656438,228.2373478,299.5812935,303.3724728,263.6246581,308.4638747,270.7714376,259.1545993,265.8445308,272.9366716,234.7424185,247.975251,202.9974865,200.8745272,263.489866,254.915223,232.5822046,272.2609975,247.9611004,216.4261486,307.423302,244.073727,256.1581317,3.666922419,6.988971658,3.956663087,4.99069519,4.772990319,5.057252536,6.897847311,6.395114849,7.057820895,4.533285627,5.047511758,4.264831556
85,193.1680724,189.8525742,191.632124,241.1404347,253.2367243,204.2662086,195.6388209,245.8336321,221.2293123,151.8672615,189.4263624,174.7024397,224.4753605,239.7613195,205.778635,265.0305946,253.8582925,239.8598055,281.2217741,270.4161944,282.9128635,271.1014587,216.4678125,211.6333399,212.9840735,222.3439361,174.2065458,289.654034,293.9648487,270.064562,306.1176131,283.0256674,251.1692545,271.3676968,253.7626743,240.2378612,227.7296074,221.6692591,197.4034666,241.5232634,227.3603035,236.6002788,267.1803337,249.0470178,231.6469295,298.4275332,253.3138183,217.2754942,206.2541778,193.0271377,189.1841507,290.2970423,277.8317194,302.5126471,254.0928262,271.2276563,258.2541229,293.3961263,245.8655834,243.5747606,249.9640115,253.1245317,224.2132457,291.4126915,305.0079226,259.551307,308.0012597,267.6730056,255.0401364,260.7841158,272.196988,230.3007278,244.1963958,200.0510132,197.3647884,261.9123591,250.3504221,227.4724031,267.2976035,242.4636108,214.9120834,305.752773,240.5246605,253.8752704,4.640338041,6.746599127,3.641698377,5.084033993,4.674486145,4.961365835,6.760009489,6.193873403,7.545117808,4.447295563,5.044919897,4.672522245
85.5,188.1457942,186.0056481,188.6897561,239.1318168,248.4993203,201.6402063,196.0605595,252.3941644,224.7073081,146.8235702,195.7843693,169.4086621,221.2476549,239.1620565,202.7849462,261.663438,249.6453263,238.812948,280.311313,267.2280816,283.4898896,266.9251867,214.3914426,207.0615783,210.9159542,221.4822957,170.3463946,284.8140261,291.2439246,265.7136435,301.3688947,280.8738454,249.5230025,267.4741886,249.0326139,236.4535949,224.1275466,222.4603224,192.506928,238.221365,223.5027569,234.9782336,266.98793,248.1469325,227.3897844,298.4000832,248.9540768,213.0020167,204.2657005,189.2344857,188.1968188,282.4101477,275.4628664,300.7301272,251.4725001,267.3344049,253.5586543,291.98022,242.0541531,239.4299772,244.4170055,250.3315115,220.0918294,289.4165987,308.5164228,256.2210531,307.4238207,264.846645,250.6724398,256.6459246,271.8752813,226.5210332,240.0848154,197.2120243,194.0115046,258.2141794,246.3274703,222.9374107,262.6455353,238.5613541,214.1822789,304.932495,237.2879258,250.9360105,5.253647723,6.830925116,3.650326454,5.384245425,4.537750527,5.182601742,6.948097586,5.84207856,7.780625838,4.298070109,5.257206178,4.535377026
86,182.6618975,181.3879571,185.166019,235.9715038,244.88589,198.5473181,195.9459765,257.2775495,225.6253752,142.3317215,199.8379376,166.2532796,217.3648998,238.8885541,199.980104,258.0770193,245.5450578,237.7172096,279.4828797,263.7577233,284.5574356,261.8867186,211.7111742,201.5098957,207.6122333,220.4960682,164.8816322,278.369282,288.4827345,260.8402315,294.9964674,279.1045529,247.0945646,264.0206214,244.218233,232.1304877,221.9890734,225.1368647,187.8156989,234.2018766,220.3990075,233.3958007,267.2087113,247.3814466,223.6219745,299.1330725,244.2945863,207.6906864,201.7505447,186.0935506,184.4783528,275.6241399,270.3210052,297.8323215,249.1677297,263.2938552,248.5692763,290.249249,237.5729306,234.9816472,239.6718097,245.4766008,216.8423914,292.4875416,309.5598099,251.8630104,307.1267864,262.4444306,246.0120949,253.7519851,271.5230782,223.0781352,235.7036792,194.3423271,189.7758861,252.5632551,245.5183801,218.5980703,257.9393943,236.2655173,214.0088766,304.3470815,233.282915,247.8576344,5.114403813,6.894216748,4.149758616,5.497511423,4.67457836,5.4526671,6.984315146,5.9193192,7.659457144,4.255397327,5.687876577,4.773986679
86.5,177.7853149,176.5683289,181.1499815,232.8266351,240.5343031,194.8767253,195.3759251,260.1565166,224.3594702,139.4137019,201.1247256,165.6679677,213.1472026,239.1654479,196.6361493,254.4871863,241.7710622,237.5579987,279.4206365,259.3377527,286.1463836,256.8870084,207.7588733,195.0219752,202.9243591,219.8509341,164.2059062,273.7972673,286.1367089,255.811845,288.8373157,277.4024673,244.7784698,259.099566,238.9528645,227.1940161,220.9711015,223.4265342,183.7525276,229.7134522,217.2965502,232.2455024,267.8745916,246.7441986,219.5791243,299.7694902,238.9587361,202.3080866,199.1050132,182.2616012,179.5237407,268.443111,265.0326378,293.6763669,247.1697582,258.2164021,242.5633311,287.8673019,232.1922671,230.1317718,235.5949018,242.7825784,208.6103565,296.1840799,304.5748451,246.8604843,306.0696632,259.2637796,240.2651648,251.4839301,270.3994994,219.4144918,230.8861422,190.0984492,185.4177727,245.2038576,243.8795716,212.8170652,252.7163356,233.6543334,213.5416954,304.2447963,227.9068012,243.7334312,5.054041618,6.950362686,4.880057824,5.700286286,4.936257427,5.243948357,6.814031837,6.424940253,7.713988249,4.430833458,5.778301927,5.329423571
87,174.3047535,173.4866289,178.33657,233.1263196,237.7969001,194.0059907,196.3408685,262.8388759,224.5277249,141.7422501,200.5129672,170.708226,211.0101663,241.8343554,194.365598,252.4764292,239.0651312,239.2957021,282.3661681,255.5487407,289.9508076,252.9035104,205.5486106,190.5429504,200.1945172,220.9815276,168.5661774,273.8153219,286.0636077,253.3590521,284.9286068,279.3150092,245.1224696,256.336854,236.2443461,224.0754841,224.1144537,222.3905263,181.7918075,226.8363712,214.3920136,232.7796765,270.3125652,248.2722938,216.7423528,303.2998194,235.6458462,198.7747706,197.4881697,180.0922596,177.6759079,263.7077142,258.8431006,291.246497,246.7200847,255.2734525,239.050724,288.8709929,229.2677937,227.8307399,233.926434,243.4932471,201.2833054,302.4306603,298.3170771,244.1909723,306.9888318,258.0013905,235.9537134,252.6884281,272.3665674,217.398951,227.972624,187.5070779,183.7834812,242.2918281,242.427999,209.6653138,249.4412008,235.3057124,214.0426727,308.4781048,224.9283654,240.6771364,5.164067115,7.345937902,5.237211664,6.000559587,5.317418142,5.633839872,7.232364854,7.194867722,7.851218673,4.703005066,5.796007345,5.240429142
87.5,171.6891907,172.0913348,176.6082221,237.3297475,239.7437987,196.4454825,197.4646452,265.059896,226.1592762,149.2800373,197.018306,180.8656339,210.6117662,246.3330596,192.2595703,252.3920268,238.1921891,242.4501244,288.6471877,252.8112324,295.935034,249.6456586,205.1043915,188.6867748,198.3539647,224.0654977,170.7706897,273.0386634,287.780782,252.9476599,282.255529,284.2117442,247.2858083,255.9405273,237.2932287,222.1520234,230.9720368,223.4413233,180.8393472,225.5561748,213.7842429,234.7922216,274.1371649,252.6104832,216.225191,309.9276151,234.399637,196.9931193,195.9504189,181.7002023,177.2658618,265.5010084,253.4489896,291.5065165,248.2832759,254.2538339,238.3383552,292.9499513,228.5885437,227.7763146,234.3661204,243.458301,201.6943759,309.1288839,291.0288101,243.6380559,311.422294,259.7833851,234.245267,258.1249333,278.1663259,217.5240398,227.3197307,187.567795,182.8411687,242.3279971,244.7168827,210.9526547,248.5565983,242.1032716,216.2641997,316.5025929,224.6121621,239.2804917,5.104024982,7.676470709,5.736497972,6.242484769,5.77606158,6.116782986,7.773391431,7.708923396,7.915371735,5.104431623,6.344686807,5.513963242
88,170.105347,171.4217072,175.1494829,245.10335,242.1413392,199.5697946,196.4007093,264.2980545,227.013333,159.299784,188.2764846,191.6406752,209.7816211,251.295416,189.4769254,252.2107163,238.2140867,246.7472043,296.3090586,249.7949942,301.4839719,246.4540172,204.3639404,187.473558,195.6046267,227.8958599,171.6005024,270.9360324,290.0782973,252.1560244,279.7854987,288.3094788,249.7212367,254.1498415,240.2556667,219.5536995,238.1708633,221.9359559,180.6102737,224.1487873,212.9597102,236.8918909,277.0095405,257.4181153,215.740584,316.7114054,232.8266106,196.4019523,194.3125815,182.6914353,177.1922049,268.9111672,251.3390648,293.8868312,251.5128275,252.4258611,237.2681639,296.7997297,227.2506977,227.3196333,234.5130059,243.3412888,202.5038446,307.4714358,280.0909727,242.4651548,317.3457274,261.9960038,232.2322378,264.6090585,284.9393659,217.2099165,226.0367451,187.4487614,182.8542932,241.6355388,247.0157636,213.9505966,247.3903076,249.3194107,218.9558697,325.8911599,223.956549,238.1365609,5.10853468,7.563544025,6.337269639,6.536493229,6.236562143,5.712657337,7.938488595,8.081514016,8.106896987,5.964418806,6.669808661,6.2940706
88.5,169.4290998,171.2304047,174.6868183,256.5642041,242.2944127,203.9318024,192.9480261,261.3780232,228.7028901,171.4300775,174.0154234,203.7425057,209.4005711,256.5760828,187.713397,252.5522935,238.1945679,252.0347811,305.1313404,247.3811936,306.0767044,244.925177,203.6790811,186.9898652,194.5834279,232.0834468,173.2867338,270.5377486,294.1081002,251.8840298,277.6630919,293.545002,253.7541529,252.3107676,245.7116276,216.9323416,244.460822,219.3269528,179.9171344,223.6649822,211.2349411,239.6137116,279.3847593,263.1312321,215.1970591,323.4089294,231.7955882,196.6465181,193.1974837,181.9798783,177.5032701,270.0538087,250.3006091,299.461053,255.5922458,250.7655834,236.5248681,301.871135,226.3396702,227.2702958,234.1862477,243.1230115,202.0995905,298.9658376,279.3077415,241.6148734,324.4058666,264.3778986,230.1060612,271.9154102,292.2022866,215.8498515,224.9613629,187.1146612,182.5707421,240.7421466,248.819964,219.661526,246.415726,257.3117347,221.9070344,336.9057722,223.8975094,237.1987846,5.628196167,7.666039614,6.780347559,6.571115663,7.054754971,5.832285314,8.251718618,8.712837348,8.570412944,7.001292581,6.366479737,6.709390683
89,168.6760567,171.0258969,175.018176,270.1820088,243.3584141,208.4992061,185.3611101,257.4101614,231.3544882,183.7564767,155.8934317,217.4892402,209.563436,261.3290744,186.3819184,253.2103815,238.61542,258.402346,314.5493273,247.7927651,309.646417,245.6711094,203.5769427,187.9891322,194.9885243,236.2885834,173.1488082,269.6562823,299.4272486,252.5249139,275.8721337,301.5076645,259.081203,252.003548,254.6847997,214.2331802,250.7231258,218.7583745,178.819135,224.7950703,211.7102949,243.1615782,282.7594288,270.7382764,215.6111511,330.6646167,231.6274078,197.3323423,192.1042202,182.4339002,177.0065939,271.9878011,248.7583117,308.5016173,259.7206609,250.394697,237.2309466,309.1403286,226.8372796,227.9893008,233.6548759,241.9213033,212.712264,290.3580531,291.9408588,241.5763213,332.8515184,268.082748,229.0888123,280.2158857,300.3274277,214.9876022,225.5449499,187.813497,181.8285047,241.7335632,251.6710786,229.0744,246.1081844,266.9827314,224.573979,349.0391645,225.4345508,236.7834885,5.940518993,7.541402965,6.889160411,6.595398748,7.38306368,6.604831125,8.682167656,9.323346761,8.860378758,7.780376085,6.320115686,6.966264418
89.5,166.1952851,168.7532496,172.6943968,281.3708764,240.8489697,207.8700647,169.279443,249.4341886,230.0271384,188.7158726,132.8436713,226.1981921,206.2459396,262.4630494,182.8477644,250.2327033,236.1932394,263.2462558,319.9249768,248.3285355,308.7823808,246.1771323,200.2297783,185.7554187,192.5233536,237.2950937,168.7026015,262.8899448,302.4392048,249.2140131,270.7473961,305.8564704,261.8038847,248.1979508,264.083836,208.3716407,253.7119103,215.1516925,176.2796461,222.4384351,210.3815166,244.489709,284.64407,275.5333389,213.2274758,333.7185361,227.6216124,194.7671544,188.8828412,179.3333265,174.1139267,269.6686833,245.1795261,315.7796807,260.5108761,246.2682285,234.4120389,312.9452677,223.7775852,225.4375113,229.1216112,237.6925452,221.9742673,278.117659,302.530047,237.9519873,338.0453679,269.2077519,224.7083574,284.7486118,305.0051641,211.0079641,222.4326999,185.9059414,180.0970131,238.3475782,251.9011837,237.3357019,242.1782814,272.7530757,223.3277375,357.1360878,222.7122916,233.442495,6.259012858,7.66951608,7.367634553,6.751550395,7.22988025,6.538055655,8.895999992,9.634585415,9.144268258,8.113767607,6.433937716,7.300466316
90,161.3322962,164.5731894,167.8779573,288.5329339,233.9057096,200.2902155,146.6169303,238.5871563,225.6716756,183.4699858,106.5945317,227.8438639,199.5285368,260.2190133,179.4579804,244.3015157,229.4631882,265.7479761,320.0063962,248.5065911,303.9018184,247.9799914,193.2535791,179.9384869,187.9107414,234.982641,163.3604739,254.7440454,303.4012767,242.086046,261.94836,305.9318573,262.714335,240.9301349,271.2278285,200.20916,253.0661812,206.2381105,171.506614,216.0319952,202.6582621,244.3018294,285.1784471,275.7418096,207.0282513,331.8540712,220.0185145,189.1397582,183.0346734,173.0433559,169.2100048,260.9886688,241.353184,321.0981493,257.3841328,238.007129,226.3108334,312.9467292,216.9490154,219.3700081,220.3964799,227.32296,216.5879723,267.7014032,310.5791873,229.7701931,338.7424643,267.3212627,216.8262138,285.4999646,305.8303273,202.6119511,215.2478069,180.3780523,175.9263213,230.3551179,245.5399045,243.5995734,234.4474375,274.3486008,217.5169097,360.708897,215.2891053,226.8233681,6.832018554,8.572678894,8.060065216,6.737803217,7.265726154,6.541722383,8.776652153,9.899064432,9.433389779,8.3421822,6.321802717,7.272309406
